Incident_ID,Year,Quarter,School,City,State,Targets,Bullied,Domestic_Violence,Gang_Related,Preplanned
20170524NEMCO,2017,Spring,McMillan Middle School,Omaha,NE,Victims Targeted,0,0,0,0
20170524ALGRG,2017,Spring,Greensboro High School,Greensboro,AL,Victims Targeted,,unknown,0,0
20170523TXKEK,2017,Spring,Kerbyville High School,Kirbyville,TX,Victims Targeted,0,0,0,0
20170515LAMOL,2017,Spring,Moss Bluff Elementary School,Lake Charles,LA,Neither,0,0,0,0
20170415OKBOT,2017,Spring,Booker T. Washington High School,Tulsa,OK,null,0,0,unknown,0
20170415ORMEP,2017,Spring,Menlo Park Elementary School,Portland,OR,Victims Targeted,0,0,unknown,0
20170410CANOS,2017,Spring,North Park Elementary School,San Bernardino,CA,Both,0,1,0,0
20170328PALIP,2017,Spring,Linton Middle School,Penn Hills,PA,Victims Targeted,0,0,0,0
20170321CAKIK,2017,Spring,King City High School,King City,CA,Victims Targeted,0,0,1,0
20170316ALROM,2017,Spring,Robert E. Lee High School,Montgomery,AL,Both,,0,0,0
20170218MNMAM,2017,Winter,Maplewood Middle School,Maplewood,MN,Victims Targeted,N/A,unknown,0,0
20170206LASCB,2017,Winter,Scotlandville Magnet High School,Baton Rouge,LA,Neither,,unknown,0,0
20170127SCSOA,2017,Winter,South Aiken High School,Aiken,SC,Both,0,0,1,0
20170127ILSCN,2017,Winter,Thomas G Scullen Middle School,Naperville,IL,Victims Targeted,0,0,0,0
20170120OHWEW,2017,Winter,West Liberty-Salem High School,West Liberty,OH,Random Shooting,0,0,0,1
20170117FLFRE,2017,Winter,Franklin County Elementary School,Eastpoint,FL,Neither,0,0,0,0
20170110ALALA,2017,Winter,Alexander City Middle School,Alexander City,AL,Neither,0,0,0,0
20170101DELAH,2017,Winter,Lake Forest South Elementary School,Harrington,DE,null,0,0,0,0
20161216FLSAJ,2016,Winter,Samuel W. Wolfson High School,Jacksonville,FL,Random Shooting,0,0,0,0
20161209NVHUR,2016,Winter,Hug High School,Reno,NV,Victims Targeted,,unknown,unknown,
20161209MOBAS,2016,Winter,Bayless High School,St. Louis,MO,Victims Targeted,0,0,0,0
20161201UTMUB,2016,Winter,Mueller Park Junior High School,Bountiful,UT,Random Shooting,1,0,0,0
20161117MNCRS,2016,Fall,Crossroads Elementary School,St. Paul,MN,Neither,0,0,0,0
20161111MIBAA,2016,Fall,Bay City Western High School,Auburn,MI,Neither,0,0,0,0
20161103COBEB,2016,Fall,Berthoud High School,Berthoud,CO,Victims Targeted,0,0,0,0
20161102COGRG,2016,Fall,Grand Junction High School,Grand Junction,CO,Victims Targeted,,unknown,0,0
20161025UTUNS,2016,Fall,Union Middle School,Sandy,UT,Victims Targeted,0,0,0,0
20161018CAJUS,2016,Fall,June Jordan High School for Equity,San Francisco,CA,Both,0,0,unknown,0
20161015GABEA,2016,Fall,Benjamin E. Mays High School,Atlanta,GA,null,0,0,1,0
20161013OHLIC,2016,Fall,Linden McKinley STEM Academy,Columbus,OH,Victims Targeted,0,0,1,0
20161011ALVIM,2016,Fall,Vigor High School,Mobile,AL,Victims Targeted,0,0,0,0
20161006TXDUF,2016,Fall,Dunbar HIgh School,Fort Worth,TX,null,,unknown,1,0
20160930ILCHC,2016,Fall,Christ of King Jesuit College Prep (bus),Chicago,IL,null,,0,unknown,0
20160928SCTOT,2016,Fall,Townville Elementary School,Townville,SC,null,,unknown,unknown,
null,null,null,null,null,null,null,unknown,unknown,unknown,unknown
null,null,null,null,null,null,null,,unknown,unknown,
null,null,null,null,null,null,null,unknown,unknown,unknown,unknown
null,null,null,null,null,null,No,1,unknown,1,
20160928TNSYP,2016,Fall,Sycamore Middle School,Pleasant View,TN,Victims Targeted,,0,0,1
20160927OHELC,2016,Fall,Elder High School,Cincinnati,OH,null,0,0,unknown,0
20160926MSTAJ,2016,Fall,T A Wilson Academy (bus),Jackson,MS,Victims Targeted,0,unknown,0,0
20160909PASMY,2016,Fall,Small Athletic Field (William Penn Senior High School game),York,PA,Victims Targeted,0,0,0,0
20160909IACEC,2016,Fall,Cedar Rapids Jefferson High School,Cedar Rapids,IA,Victims Targeted,,unknown,0,0
20160908TXALA,2016,Fall,Alpine High School,Alpine,TX,Both,0,1,0,0
20160907MIDED,2016,Fall,Detroit Collegiate Preparatory High School,Detroit,MI,Victims Targeted,,unknown,unknown,0
20160902OKMCT,2016,Fall,McClain High School,Tulsa,OK,Victims Targeted,0,0,1,0
20160819FLSOM,2016,Summer,Southridge High School,Miami,FL,null,0,0,unknown,0
20160817OHWEC,2016,Summer,Wedgewood Middle School,Columbus,OH,null,,0,unknown,0
20160725MOAVA,2016,Summer,Ava High School,Ava,MO,Victims Targeted,0,0,0,0
20160630CAWOH,2016,Summer,Woodrow Wilson Junior High School,Hanford,CA,null,,0,0,0
20160616ILMCC,2016,Summer,Mcnair Elementary School,Chicago,IL,Victims Targeted,,0,0,0
20160608MAJED,2016,Summer,Jeremiah Burke High School,Dorchester,MA,Both,0,0,1,0
20160515KSAUA,2016,Spring,Augusta High School,Augusta,KS,Random Shooting,0,0,0,0
20160513SCSOG,2016,Spring,Southside High School,Greenville,SC,Neither,0,0,0,0
20160506IDROT,2016,Spring,Robert Stuart Middle School,Twin Falls,ID,Neither,N/A,N/A,0,0
20160506FLOSP,2016,Spring,Oscar Patterson Elementary School,Panama City,FL,Random Shooting,0,0,0,0
20160505MDHIB,2016,Spring,High Point High School,Beltsville,MD,Both,,1,0,0
20160504COEAP,2016,Spring,East High School,Pueblo,CO,Victims Targeted,,0,0,0
20160502TXKID,2016,Spring,Kimball High School,Dallas,TX,Random Shooting,1,0,0,0
20160423WIANA,2016,Spring,Antigo High School,Antigo,WI,null,,unknown,unknown,
null,null,null,null,null,null,null,unknown,unknown,unknown,unknown
null,null,null,null,null,null,null,,unknown,unknown,
20160315ALHUB,2016,Spring,Huffman High School,Birmingham,AL,Victims Targeted,0,0,0,0
20160229OHMAM,2016,Winter,Madison High School,Middletown,OH,null,,unknown,unknown,
null,null,null,null,null,null,null,unknown,unknown,unknown,unknown
null,null,null,null,null,null,null,,unknown,unknown,
20160226TXPAP,2016,Winter,Palestine High School,Palestine,TX,Victims Targeted,0,1,0,0
20160217PACHC,2016,Winter,Chester High School (bus),Chester,PA,Victims Targeted,,0,1,0
20160217FLROH,2016,Winter,Rock Crusher Elementary School,Homosassa,FL,NA,N/A,N/A,N/A,N/A
20160212AZING,null,null,null,null,null,null,,unknown,unknown,
null,null,null,Glendale,AZ,null,null,1,0,0,unknown
20160209MIMUM,2016,Winter,Muskegon Heights High School,Muskegon Heights,MI,Both,0,0,1,0
20160129PABEP,2016,Winter,Benjamin Franklin High School,Philadelphia,PA,Victims Targeted,0,0,0,0
20160122INLAI,2016,Winter,Lawrence Central High School,Indianapolis,IN,Victims Targeted,0,0,0,0
20160120INNOI,2016,Winter,Northwestern Community High School,Indianapolis,IN,NA,N/A,N/A,0,0
20160113ARHAB,2016,Winter,Harmony Grove High School,Benton,AR,Random Shooting,0,0,0,0
20160112DECED,2016,Winter,Central Middle School,Dover,DE,Neither,0,0,0,0
20151204KSWEW,2015,Winter,West High School,Wichita,KS,null,0,0,unknown,0
20151120FLNAM,2015,Fall,Nathaniel ôTrazö Powell Stadium (high school game),Miami,FL,null,0,0,unknown,0
20151111ARSUS,2015,Fall,Sulphur Rock Magnet School,Sulphur Rock,AR,Random Shooting,0,0,0,0
20151105GAVEM,2015,Fall,Vereen School,Moultrie,GA,Neither,0,0,0,0
20151024TXEDS,2015,Fall,Ed White Middle School,San Antonio,TX,Victims Targeted,0,0,unknown,0
20151015TXKAS,2015,Fall,Karen Wagner High School,San Antonio,TX,Victims Targeted,0,0,0,0
20150930SDHAH,2015,Fall,Harrisburg High School,Harrisburg,SD,Victims Targeted,0,0,0,1
20150922NCCES,2015,Fall,Central Elementary School,Stateville,NC,Victims Targeted,0,1,0,0
20150911LANOL,2015,Fall,Northside High School,Lafayette,LA,Random Shooting,0,0,unknown,0
20150903ORNEN,2015,Fall,Newberg High School,Newberg,OR,null,0,0,0,0
20150825GAWSA,2015,Summer,W S Hornsby Elementary School,Augusta,GA,Neither,0,0,0,0
20150823TXWIR,2015,Summer,William Velasquez Elementary School,Richmond,TX,Neither,0,0,0,0
20150808TXPAP,2015,Summer,Paradise High School,Paradise,TX,Neither,0,0,0,0
20150724TXELC,2015,Summer,Elolf Elementary School,Converse,TX,Victims Targeted,0,0,0,0
20150705TXCOD,2015,Summer,Coppell Middle School East,Dallas,TX,Victims Targeted,0,0,0,0
20150629TXJOS,2015,Summer,John Jay High School,San Antonio,TX,Victims Targeted,N/A,N/A,N/A,N/A
20150627CTSAH,2015,Summer,Sarah J. Rawson Elementary School,Hartford,CT,null,0,0,0,0
20150623NEFOF,2015,Summer,Fort Calhoun Elementary School,Fort Calhoun,NE,Victims Targeted,0,0,0,0
20150604NCSOF,2015,Summer,South Macon Elementary School,Franklin,NC,Neither,0,0,0,1
20150527FLEVE,2015,Spring,Everglades City School,Everglades City,FL,Victims Targeted,0,unknown,0,0
20150524MISOF,2015,Spring,Southwestern Classical Academy,Flint,MI,null,,unknown,0,0
20150521FLDUJ,2015,Spring,Duval County School Bus,Jacksonville,FL,Both,0,0,unknown,0
20150520TXROR,2015,Spring,Robinson High School,Robinson,TX,Both,,unknown,0,0
20150512FLUNJ,2015,Spring,Unknown School (bus),Jacksonville,FL,Both,0,0,1,0
20150512AZCOT,2015,Spring,Corona del Sol High School,Tempe,AZ,Victims Targeted,,unknown,0,0
20150505GACOC,2015,Spring,Conyers Middle School,Conyers,GA,Neither,,unknown,unknown,
20150504OHWIC,2015,Spring,Willow Elementary School,Cleveland,OH,null,,unknown,unknown,0
20150428MDDRW,2015,Spring,Dr. Gustavus Brown Elementary School,Waldorf,MD,Victims Targeted,0,0,unknown,0
20150427WANOL,2015,Spring,North Thurston High School,Lacey,WA,Neither,1,0,0,1
20150422NVRUL,2015,Spring,Ruth Deskin Elementary School,Las Vegas,NV,Neither,0,0,0,0
20150417TXSES,2015,Spring,Seguin High School,Seguin,TX,Victims Targeted,,unknown,0,0
20150330MOPEU,2015,Spring,Pershing Elementary School,University City,MO,null,0,0,0,0
20150215CATEM,2015,Winter,Tenaya Middle School,Merced,CA,Victims Targeted,0,0,0,0
20150215ARLAL,2015,Winter,Lawson Elementary School,Little Rock,AR,Victims Targeted,0,1,0,0
20150204MDFRF,2015,Winter,Frederick High School,Frederick,MD,Victims Targeted,0,0,1,0
20150126MNHAR,2015,Winter,Hand in Hand Montessori,Roseville,MN,Neither,N/A,unknown,unknown,0
20150122SCROH,2015,Winter,Royal Live Oaks Academy,Hardeeville,SC,null,0,0,0,
20150120ALWIM,2015,Winter,Williamson High School,Mobile,AL,Random Shooting,0,0,0,0
20150116FLVAO,2015,Winter,Vanguard High School,Ocala,FL,Both,,0,1,0
20150115WIWIM,2015,Winter,Wisconsin Lutheran High School,Milwaukee,WI,Both,N/A,0,1,0
20141217MIGOW,2014,Winter,Godfrey Lee High School,Wyoming,MI,Victims Targeted,0,0,unknown,0
20141217MEBEW,2014,Winter,Benton Elementary School,Waterville,ME,Victims Targeted,0,0,0,0
20141216PASUP,2014,Winter,Sunnyside Elementary School,Pittsburgh,PA,null,,unknown,unknown,
20141212ORROP,2014,Winter,Rosemary Anderson High School,Portland,OR,Victims Targeted,0,0,1,0
20141120FLMIM,2014,Fall,Miami Carol City High School,Miami,FL,Victims Targeted,0,0,1,0
20141024WAMAM,2014,Fall,Marysville Pilchuck High School,Marysville,WA,Victims Targeted,1,1,0,1
20141024GALAA,2014,Fall,Lakewood Stadium (Mays High School Game),Atlanta,GA,Victims Targeted,0,0,unknown,0
20141021TNAMM,2014,Fall,A Maceo Walker Middle School,Memphis,TN,Random Shooting,0,0,0,0
20141003GALAF,2014,Fall,Langston Hughes High School,Fairburn,GA,Victims Targeted,0,0,1,0
20140930NCALA,2014,Fall,Albemarle High School,Albemarle,NC,Victims Targeted,0,0,0,0
20140930KYFEL,2014,Fall,Fern Creek Traditional High School,Louisville,KY,Victims Targeted,0,0,0,0
20140925NHWEM,2014,Fall,West High School,Manchester,NH,Neither,,0,0,0
20140919IANOD,2014,Fall,North High School,Des Moines,IA,Victims Targeted,0,0,1,0
20140911UTWET,2014,Fall,Westbrook Elementary School,Taylorsville,UT,Random Shooting,0,0,0,0
20140910FLGRL,2014,Fall,Greenwood Lakes Middle School,Lake Mary,FL,Victims Targeted,1,0,0,0
20140909FLSTM,2014,Fall,Stellar Leadership Academy,Miami,FL,Victims Targeted,0,0,0,0
20140814VASAN,2014,Summer,Saunders Elementary School,Newport News,VA,Victims Targeted,0,0,1,0
20140813MDHEF,2014,Summer,Heather Ridge High School,Fredrick,MD,Neither,0,0,0,0
20140623MOKEB,2014,Summer,Kelly High School,Benton,MO,Random Shooting,0,0,0,0
20140610ORRET,2014,Summer,Reynolds High School,Troutdale,OR,Both,0,unknown,0,1
20140521WICLM,2014,Spring,Clarke Street Elementary School,Milwaukee,WI,Random Shooting,0,0,0,0
20140514CAJOR,2014,Spring,John F. Kennedy High School,Richmond,CA,null,0,0,1,0
20140503WAHOE,2014,Spring,Horizon Elementary School,Everett,WA,null,,0,1,0
20140421UTPRP,2014,Spring,Provo High School,Provo,UT,Victims Targeted,,unknown,0,0
20140421INSTG,2014,Spring,St. Mary Catholic School,Griffith,IN,Victims Targeted,0,1,0,0
20140411MIEAD,2014,Spring,East English Village Preparatory Academy,Detroit,MI,Both,0,0,1,0
20140410OHLIC,null,null,null,null,null,null,,unknown,unknown,
null,2014,Spring,Liberty Elementary School,Columbus,OH,Victims Targeted,0,0,0,0
20140409NCDHG,2014,Spring,D H Conley High School,Greenville,NC,Neither,0,0,1,0
20140403NJUNN,2014,Spring,Unknown School (bus),Newark,NJ,Victims Targeted,0,0,0,0
20140325GABEC,2014,Spring,Benjamin Banneker High School,College Park,GA,Victims Targeted,0,0,0,0
20140312FLACM,2014,Spring,Academy of Knowledge Preschool,Miami,FL,Victims Targeted,0,1,0,0
20140307LAMAT,2014,Spring,Madison Parish High School,Tallulah,LA,null,,unknown,unknown,
20140220MIRAR,2014,Winter,Raytown Success Academy,Raytown,MI,Victims Targeted,N/A,0,0,0
20140211OHCHL,2014,Winter,Charles F. Brush High School,Lyndhurt,OH,Victims Targeted,0,0,0,0
20140210NCSAS,2014,Winter,Salisbury High School,Salisbury,NC,Both,0,0,0,0
20140207ORBEB,2014,Winter,Bend High School,Bend,OR,Neither,0,0,0,0
20140131IANOD,2014,Winter,North High School,Des Moines,IA,Random Shooting,0,0,1,0
20140131AZCEP,2014,Winter,Cesar Chavez High School,Phoenix,AZ,Neither,0,0,1,0
20140128HIPRH,2014,Winter,President Theodore Roosevelt High,Honolulu,HI,Victims Targeted,N/A,N/A,N/A,N/A
20140127ILREC,2014,Winter,Rebound High School,Carbondale,IL,Victims Targeted,,0,0,0
20140117PADEP,2014,Winter,Delaware Valley Charter School,Philadelphia,PA,Both,0,0,0,0
20140114PAKIL,2014,Winter,King Elementary School,Lancaster,PA,null,N/A,0,unknown,0
20140114NMBER,2014,Winter,Berrendo Middle School,Roswell,NM,Random Shooting,1,0,0,1
20140114LASTB,2014,Winter,St. James High School,Baton Rouge,LA,Victims Targeted,0,0,0,0
20140113CTHIN,2014,Winter,Hillhouse High School,New Haven,CT,Victims Targeted,0,0,1,0
20140109TNLIJ,2014,Winter,Liberty Technology Magnet High School,Jackson,TN,Victims Targeted,0,0,0,0
20131219CAEDF,2013,Winter,Edison High School,Fresno,CA,Random Shooting,0,0,1,0
20131213COARC,2013,Winter,Arapahoe High School,Centennial,CO,Both,1,0,0,1
20131204FLWEW,2013,Winter,West Orange High School,Winter Garden,FL,Victims Targeted,0,0,0,0
20131113PABRP,2013,Fall,Brashear High School,Pittsburgh,PA,Victims Targeted,0,0,0,0
20131103GASTL,2013,Fall,Stephenson High School,Lithonia,GA,Random Shooting,0,0,0,0
20131101IAALA,2013,Fall,Algona High School,Algona,IA,Victims Targeted,0,0,0,0
20131023CANEC,2013,Fall,Newman Elementary School,Chino,CA,Random Shooting,0,0,0,0
20131021NVSPS,2013,Fall,Sparks Middle School,Sparks,NV,Both,1,0,0,
20131015TXLAA,2013,Fall,Lanier High School,Austin,TX,Victims Targeted,0,0,0,0
20131004FLAGP,2013,Fall,Agape Christian Academy,Pine Hills,FL,Both,0,0,1,0
20131002NHWIS,2013,Fall,Winnisquam Regional School District,Sanbornton,NH,Random Shooting,0,0,0,0
20130928MENEG,2013,Fall,New Gloucester High School,Gray,ME,Victims Targeted,,unknown,0,0
20130927ILROC,2013,Fall,Roosevelt High School,Chicago,IL,Victims Targeted,0,0,0,0
20130830NCCAW,2013,Summer,Carver High School,Winston-Salem,NC,Victims Targeted,1,0,0,0
20130823MSNOS,2013,Summer,North Panola High School,Sardis,MS,null,0,0,1,0
20130822TNWEM,2013,Summer,Westside Elementary School,Memphis,TN,Neither,0,0,0,0
20130820GAROD,2013,Summer,Ronald E. McNair Discovery Learning Academy,Decatur,GA,Victims Targeted,0,0,0,1
20130815TNNOC,2013,Summer,Northwest High School,Clarksville,TN,Victims Targeted,0,0,0,0
20130619FLALW,2013,Summer,Alexander W. Dreyfoos School of the Arts,West Palm Beach,FL,Victims Targeted,0,0,0,0
20130618NCHIC,2013,Summer,Hidden Valley Elementary School,Charlotte,NC,Victims Targeted,0,0,0,0
20130523FLREH,2013,Spring,Redland Middle School,Homestead,FL,Random Shooting,0,0,0,0
20130513ALOSB,2013,Spring,Ossie Ware Mitchell Middle School,Birmingham,AL,NA,0,0,0,0
20130430NMTUT,2013,Spring,Tularosa Elementary School,Tularosa,NM,Victims Targeted,0,0,0,0
20130429OHLAC,2013,Spring,La Salle High School,Cincinnati,OH,Victims Targeted,,0,0,0
20130416TXTET,2013,Spring,Temple High School,Temple,TX,Victims Targeted,0,0,0,0
20130321MIDAS,2013,Spring,Davidson Middle School,Southgate,MI,Victims Targeted,0,0,0,0
20130227GAGRA,2013,Winter,Grady High School,Atlanta,GA,Random Shooting,0,0,0,0
20130213CAHIS,2013,Winter,Hillside Elementary School,San Leandro,CA,Victims Targeted,0,0,0,0
20130201MIMAD,2013,Winter,Martin Luther King High School,Detroit,MI,Neither,0,0,0,0
20130131GAPRA,2013,Winter,Price Middle School,Atlanta,GA,Victims Targeted,0,0,1,0
20130129ALDAM,2013,Winter,Dale County School Bus,Midland City,AL,Random Shooting,0,0,0,1
20130111MIOSD,2013,Winter,Osborn High School,Detroit,MI,Victims Targeted,0,0,0,0
20130110CATAT,2013,Winter,Taft Union High School,Taft,CA,Both,1,0,0,1
20130107FLAPF,2013,Winter,Apostolic Revival Center Christian School,Fort Myers,FL,Victims Targeted,N/A,0,1,0
20121214CTSAN,2012,Winter,Sandy Hook Elementary School,Newtown,CT,Random Shooting,,0,0,1
20121210TXSPH,2012,Winter,Spring Woods High School,Houston,TX,Neither,0,0,0,0
20121019ILBAC,2012,Fall,Banner Academy South,Chicago,IL,Victims Targeted,0,0,0,0
20121012NDFAF,2012,Fall,Fairmount Public School,Fairmont,ND,Victims Targeted,0,0,0,0
20120926OKSTS,2012,Fall,Stillwater Junior High School,Stillwater,OK,Victims Targeted,0,0,0,0
20120907ILNON,2012,Fall,Normal Community High School,Normal,IL,Neither,1,0,0,1
20120827MDPEP,2012,Summer,Perry Hall High School,Perry Hall,MD,Random Shooting,0,0,0,1
20120824GABAH,2012,Summer,Banks County High School,Homer,GA,Victims Targeted,,0,0,0
20120816TNHAM,2012,Summer,Hamilton High School,Memphis,TN,Victims Targeted,0,0,1,0
20120706RINAP,2012,Summer,Nathaniel Greene Elementary School,Pawtucket,RI,Victims Targeted,0,0,0,0
20120525NCMAC,2012,Spring,Mary Scroggs Elementary School,Chapel Hill,NC,Victims Targeted,0,1,0,0
20120525AZWEA,2012,Spring,West View High School,Avondale,AZ,Victims Targeted,0,1,0,0
20120401ARKIR,2012,Spring,Kirksey Middle School,Rogers,AR,Both,0,0,0,0
20120315ALLEM,2012,Spring,LeFlore High School,Mobile,AL,Victims Targeted,0,0,1,0
20120306FLEPJ,2012,Spring,Episcopal School of Jacksonville,Jacksonville,FL,Victims Targeted,0,0,0,0
20120227OHCHC,2012,Winter,Chardon High School,Chardon,OH,Random Shooting,0,0,0,1
20120222WAARB,2012,Winter,Armin Jahr Elementary School,Bremerton,WA,Random Shooting,1,0,0,0
20120210NHWAW,2012,Winter,Walpole Elementary School,Walpole,NH,Victims Targeted,,0,0,0
20120110TXNOH,2012,Winter,North Forest High School,Houston,TX,Both,,0,0,0
20120104TXCUB,2012,Winter,Cummings Middle School,Brownsville,TX,Neither,N/A,N/A,N/A,N/A
20111228MINOF,2011,Winter,Northern High School,Flint,MI,null,0,0,0,0
20111212TXHAE,2011,Winter,Harwell Middle School,Edinburg,TX,null,0,0,0,0
20111024NCCAF,2011,Fall,Cape Fear High School,Fayetteville,NC,Random Shooting,0,0,0,0
20110930ORWIP,2011,Fall,Wilson High School,Portland,OR,Victims Targeted,0,0,1,0
20110930NCGAC,2011,Fall,Garinger High School,Charlotte,NC,Victims Targeted,0,0,1,0
20110923WAISS,2011,Fall,Issaquah High School,Seattle,WA,null,0,0,0,0
20110523HIHIP,2011,Spring,Highlands Intermediate School,Pearl City,HI,Random Shooting,0,0,0,0
20110517WAHOE,2011,Spring,Horizon Elementary School,Everett,WA,Victims Targeted,0,0,1,0
20110419TXBEH,2011,Spring,Betsy Ross Elementary School,Houston,TX,Random Shooting,0,0,0,0
20110413FLSHA,2011,Spring,Sheeler Charter High School,Apopka,FL,Both,0,0,0,0
20110330TXWOH,2011,Spring,Worthing High School,Houston,TX,Both,0,0,1,0
20110325INMAM,2011,Spring,Martinsville West Middle School,Martinsville,IN,Victims Targeted,0,1,0,0
20110202CALOP,2011,Winter,Louisiana Schnell Elementary School,Placerville,CA,Victims Targeted,0,0,0,0
20110118CAGAL,2011,Winter,Gardena High School,Los Angeles,CA,Random Shooting,0,0,0,0
20110105NEMIO,2011,Winter,Millard South High School,Omaha,NE,Both,0,0,0,0
